Name,Age,Nationality,Fifa Score,Club,Value,Salary,Continent
Tiago Lopes,28,Portugal,68,Kayserispor,€700K,€9K,EU'
B. Dack,23,England,68,Blackburn Rovers,€1.2M,€8K,
J. Bednarek,21,Poland,68,Southampton,€1.4M,€27K,EU'
F. Jensen,24,Norway,68,SV Zulte-Waregem,€1.2M,€9K,EU'
M. Borjan,29,Canada,68,,€0,€0.00,NA'
F. Dastineda,33,Chile,68,Club de Deportes Temuco,€575K,€3K,SA'
F. Maouassa,18,France,68,Stade Rennais FC,€1.3M,€9K,EU'
Arthur Silbeira,33,Brazil,68,Clube Atlético Paranaense,€575K,€10K,SA'
E. Makeev,27,Russia,68,FC Rostov,€850K,€18K,
M. Kegel,27,Germany,68,SC Fortuna Köln,€1M,€1K,EU'
Jhon Cley,23,Brazil,68,Al Qadisiyah,€1.4M,€9K,SA'
S. Ojeda,25,Argentina,68,Bahía Blanca,€1M,€6K,SA'
K. Keleş,29,Turkey,68,Akhisar Belediyespor,€675K,€11K,AS'
Rubén Alcaraz,26,Spain,68,UD Almería,€1.1M,€14K,EU'
B. Merlini,21,Argentina,68,San Lorenzo de Almagro,€1.4M,€10K,SA'
B. Castillo,39,Colombia,68,Atlético Huila,€60K,€1K,SA'
S. MacLean,34,Scotland,68,St. Johnstone FC,€475K,€6K,
T. Nedelev,24,Bulgaria,68,,€0,€0.00,EU'
S. Jamieson,28,Australia,68,Melbourne City,€700K,€8K,OC'
L. Noriega,32,Mexico,68,Querétaro,€675K,€7K,NA'
K. Kronholm,31,United States,68,Holstein Kiel,€550K,€6K,
Leandro,32,Brazil,68,Vissel Kobe,€725K,€5K,SA'
D. Nazarov,27,Azerbaijan,68,FC Erzgebirge Aue,€950K,€6K,AS'
E. Onuachu,23,Nigeria,68,FC Midtjylland,€1.3M,€15K,AF'
Z. Yavru,25,Turkey,68,Gençlerbirliği SK,€875K,€10K,AS'
J. Assoubre,24,Ivory Coast,68,Gimnàstic de Tarragona,€1.1M,€7K,
S. Nakajima,22,Japan,68,Portimonense SC,€1.4M,€7K,AS'
C. Valencia,32,Colombia,68,La Equidad,€725K,€2K,SA'
P. Hidi,26,Hungary,68,Real Oviedo,€1.1M,€6K,EU'
J. Borring,32,Denmark,68,FC Midtjylland,€700K,€16K,EU'
P. Eze,24,Nigeria,68,Atiker Konyaspor,€1.2M,€11K,AF'
Enzio Julião,33,Brazil,68,Associação Chapecoense de Futebol,€575K,€11K,SA'
R. Peña,20,Venezuela,68,Moreirense FC,€1.3M,€4K,SA'
V. Berisha,23,Norway,68,SK Rapid Wien,€1.2M,€13K,EU'
A. Miranchuk,21,Russia,68,Lokomotiv Moscow,€1.4M,€18K,
K. Hoggas,25,France,68,Bourg en Bresse Péronnas 01,€1.2M,€4K,EU'
D. González,23,Venezuela,68,Club Atlético Patronato,€1.2M,€7K,SA'
L. Chará,36,Colombia,68,Águilas Doradas,€120K,€1K,SA'
Carlos Abad,22,Spain,68,CD Tenerife,€1.3M,€4K,EU'
T. Cardona,21,Argentina,68,Godoy Cruz,€1.3M,€9K,SA'
M. Emnes,29,Netherlands,68,Akhisar Belediyespor,€900K,€13K,EU'
N. Şahin,27,Turkey,68,Gençlerbirliği SK,€725K,€8K,AS'
J. Vela,24,Colombia,68,Atlético Huila,€1.2M,€1K,SA'
G. Torres,28,Panama,68,FC Lausanne-Sports,€925K,€9K,NA'
J. Repas,20,Slovenia,68,SM Caen,€1.5M,€11K,EU'
N. Etheridge,27,Philippines,68,Cardiff City,€725K,€13K,AS'
L. Duarte,26,Netherlands,68,Heracles Almelo,€1M,€7K,EU'
N. Mäenpää,32,Finland,68,Brighton & Hove Albion,€525K,€19K,EU'
P. Cibicki,23,Sweden,68,Leeds United,€1.3M,€19K,EU'
J. Mezú,27,Colombia,68,Jaguares Fútbol Club,€950K,€1K,SA'
Gian Martins,24,Brazil,68,FC Paços de Ferreira,€1.1M,€6K,SA'
A. Taylor,30,England,68,Bolton Wanderers,€650K,€19K,
L. Balanta,26,Colombia,68,Independiente Santa Fe,€850K,€3K,SA'
A. Contrera,25,Paraguay,68,Club Atlético Patronato,€1.1M,€7K,SA'
P. Zanev,31,Bulgaria,68,Amkar Perm,€600K,€12K,EU'
D. Pisot,29,Germany,68,Karlsruher SC,€700K,€1K,EU'
T. Şahin,29,Turkey,68,Evkur Yeni Malatyaspor,€875K,€10K,AS'
D. Rubio,24,Chile,68,Sporting Kansas City,€1.2M,€5K,SA'
J. Foyth,19,Argentina,68,Tottenham Hotspur,€1.7M,€20K,SA'
I. Ssewankambo,21,Sweden,68,Molde FK,€1.2M,€4K,EU'
G. Koomson,22,Ghana,68,Sogndal,€1.4M,€3K,AF'
V. Marchetti,19,France,68,AS Nancy Lorraine,€1.5M,€3K,EU'
J. Moulin,31,France,68,AS Saint-Étienne,€550K,€14K,EU'
B. Acosta,23,Honduras,68,CD Tenerife,€1.1M,€5K,NA'
J. Akpala,30,Nigeria,68,KV Oostende,€875K,€11K,AF'
M. Ducksch,23,Germany,68,Holstein Kiel,€1.2M,€11K,EU'
D. Horgan,24,Republic of Ireland,68,Preston North End,€1.1M,€9K,
Leandro,24,Brazil,68,Kashima Antlers,€1.2M,€7K,SA'
J. Welsh,33,England,68,Preston North End,€375K,€9K,
M. Schäffler,28,Germany,68,SV Wehen Wiesbaden,€925K,€1K,EU'
M. Dalendo,25,Chile,68,CD Antofagasta,€775K,€3K,SA'
A. Lienhart,31,Austria,68,SCR Altach,€575K,€10K,EU'
J. Zavala,29,Mexico,68,Monterrey,€700K,€28K,NA'
A. Mazzotta,27,Italy,68,Pescara,€750K,€3K,EU'
J. Gleeson,27,New Zealand,68,Portland Timbers,€775K,€4K,OC'
G. Herrera,33,Argentina,68,Rosario Central,€575K,€11K,SA'
P. Frankowski,22,Poland,68,Jagiellonia Białystok,€1.2M,€6K,EU'
F. Rodríguez,21,Switzerland,68,FC Luzern,€1.5M,€6K,EU'
M. Nichols,28,Australia,68,Perth Glory,€900K,€7K,OC'
G. Sauro,27,Argentina,68,Columbus Crew SC,€900K,€5K,SA'
M. Belyaev,25,Russia,68,Arsenal Tula,€1M,€14K,
E. Taffertshofer,22,Germany,68,Würzburger FV,€1M,€1K,EU'
D. Lainez,17,Mexico,68,Club América,€1.8M,€16K,NA'
R. Janicki,24,Poland,68,Lech Poznań,€925K,€5K,EU'
J. Contreras,22,Venezuela,68,,€0,€0.00,SA'
M. Morisbak Skjønsberg,34,Norway,68,Stabæk Fotball,€270K,€3K,EU'
H. Osorio,29,Colombia,68,Independiente Santa Fe,€900K,€4K,SA'
F. Haroun,31,Belgium,68,Royal Antwerp FC,€775K,€9K,EU'
P. Sadeghian,25,Iran,68,Osmanlıspor,€1.1M,€11K,AS'
J. Rossiter,20,England,68,Rangers,€1.4M,€20K,
M. Asterga,33,Chile,68,Curicó Unido,€350K,€3K,SA'
A. Diallo,21,France,68,1. FSV Mainz 05,€1.3M,€11K,EU'
D. Johannesson,23,Iceland,68,Real Oviedo,€1.1M,€5K,EU'
D. Edgar,30,Canada,68,Vancouver Whitecaps FC,€675K,€5K,NA'
Moon Chang Jin,23,Korea Republic,68,Gangwon FC,€1.2M,€4K,
D. Bahamboula,22,Congo,68,Dijon FCO,€1.2M,€11K,AF'
D. Bahamboula,22,Congo,68,Dijon FCO,€1.2M,€11K,AF'
C. Heimeroth,35,Germany,68,Borussia Mönchengladbach,€210K,€9K,EU'
A. Tuia,27,Italy,68,Salernitana,€875K,€4K,EU'
Zhang Yuning,20,China PR,68,SV Werder Bremen,€1.5M,€30K,
S. Serdar,20,Germany,68,1. FSV Mainz 05,€1.6M,€12K,EU'
S. Williams,30,Republic of Ireland,68,Millwall,€825K,€21K,
Aguilera,31,Spain,68,SD Huesca,€600K,€5K,EU'
Z. Boucher,25,France,68,AJ Auxerre,€800K,€4K,EU'
D. Biraschi,22,Italy,68,Genoa,€1.1M,€14K,EU'
S. De Smet,32,Belgium,68,KV Kortrijk,€700K,€9K,EU'
M. Affonso,25,Uruguay,68,Atlético Tucumán,€1.2M,€7K,SA'
T. Beermann,26,Germany,68,1. FC Heidenheim,€925K,€10K,EU'
P. Papp,27,Romania,68,Kardemir Karabükspor,€750K,€8K,EU'
T. Tzandaris,24,Greece,68,Panathinaikos FC,€1.1M,€1K,EU'
Son Jun Ho,25,Korea Republic,68,Pohang Steelers,€1.1M,€7K,
S. Živec,26,Slovenia,68,Piast Gliwice,€1.1M,€5K,EU'
A. El-Said,31,Egypt,68,,€0,€0.00,AF'
J. Ojala,28,Finland,68,BK Häcken,€850K,€3K,EU'
F. Salazar,22,Colombia,68,Jaguares Fútbol Club,€1.4M,€1K,SA'
J. Hooiveld,34,Netherlands,68,FC Twente,€270K,€6K,EU'
A. Camura,29,Chile,68,CD Huachipato,€600K,€4K,SA'
Fredy,27,Angola,68,CF Os Belenenses,€950K,€5K,AF'
F. Currimila,33,Chile,68,CD Antofagasta,€350K,€3K,SA'
L. Fontaine,31,England,68,Hibernian,€600K,€5K,
Aitor Buñuel,19,Spain,68,CA Osasuna,€1.7M,€3K,EU'
T. Ugajin,29,Japan,68,Urawa Red Diamonds,€875K,€8K,AS'
O. Gnjatić,25,Bosnia Herzegovina,68,Roda JC Kerkrade,€925K,€6K,
N. Pedersen,29,Denmark,68,KV Mechelen,€900K,€11K,EU'
J. Blengio,37,Argentina,68,Club Atlético Tigre,€120K,€6K,SA'
D. Milošević,22,Bosnia Herzegovina,68,Atiker Konyaspor,€1.3M,€10K,
J. Minala,20,Cameroon,68,Salernitana,€1.4M,€19K,AF'
O. Mazuch,28,Czech Republic,68,Hull City,€725K,€7K,EU'
M. Davidson,29,Scotland,68,St. Johnstone FC,€850K,€5K,
Nicolas,29,Brazil,68,Hellas Verona,€600K,€12K,SA'
J. Glesnes,23,Norway,68,Strømsgodset IF,€1.1M,€3K,EU'
A. Marin,27,France,68,AC Ajaccio,€850K,€4K,EU'
J. Spence,27,England,68,Ipswich Town,€750K,€11K,
S. Sirigu,28,Germany,68,SV Darmstadt 98,€700K,€14K,EU'
H. Mosquera,30,Colombia,68,Águilas Doradas,€675K,€2K,SA'
Campabadal,24,Spain,68,CD Lugo,€1M,€5K,EU'
A. Leya Iseka,19,Belgium,68,SV Zulte-Waregem,€1.5M,€9K,EU'
C. Arrieta,21,Colombia,68,Envigado FC,€1.2M,€1K,SA'
I. Franjić,29,Australia,68,Daegu FC,€675K,€4K,OC'
Shim Dong Woon,27,Korea Republic,68,Pohang Steelers,€950K,€8K,
S. Allagbé,23,Benin,68,Chamois Niortais FC,€975K,€3K,AF'
J. Williams,29,United States,68,Columbus Crew SC,€700K,€5K,
A. Vardias,33,Chile,68,San Luis de Quillota,€550K,€3K,SA'
A. Skúlason,30,Iceland,68,Sporting Lokeren,€650K,€9K,EU'
F. Gulbrandsen,24,Norway,68,FC Red Bull Salzburg,€1.2M,€17K,EU'
Adaílton,26,Brazil,68,Júbilo Iwata,€1.1M,€5K,SA'
T. Beugelsdijk,26,Netherlands,68,ADO Den Haag,€900K,€7K,EU'
B. Galloway,21,England,68,Sunderland,€1.3M,€34K,
H. Belkebla,23,Algeria,68,Tours FC,€1.4M,€4K,AF'
H. Vienda,33,Chile,68,CD Palestino,€350K,€3K,SA'
G. Giménez,25,Argentina,68,Godoy Cruz,€1M,€8K,SA'
K. Voser,30,Switzerland,68,FC Zürich,€650K,€9K,EU'
Álex Pérez,25,Spain,68,Real Sporting de Gijón,€1M,€6K,EU'
Aguza,24,Spain,68,Córdoba CF,€1M,€6K,EU'
Washington,28,Brazil,68,CD Aves,€725K,€7K,SA'
J. Viveros,25,Colombia,68,Corporación Club Deportivo Tuluá,€1.1M,€2K,SA'
M. Zullo,28,Australia,68,Sydney FC,€700K,€6K,OC'
J. Amione,27,Mexico,68,Puebla,€1M,€6K,NA'
Derik,24,Spain,68,Bolton Wanderers,€975K,€16K,EU'
O. Osawe,23,England,68,1. FC Kaiserslautern,€1.2M,€8K,
G. Cano,29,Argentina,68,Pachuca,€900K,€20K,SA'
B. Yardımcı,24,Turkey,68,Bursaspor,€900K,€9K,AS'
Jessé Ferdeira,25,Brazil,68,Clube Atlético Paranaense,€775K,€8K,SA'
D. Johnsen,19,Norway,68,Ajax,€1.7M,€5K,EU'
A. Brighenti,29,Italy,68,Cremonese,€900K,€3K,EU'
S. Traut,32,Germany,68,VfR Aalen,€500K,€1K,EU'
J. Ryan,28,Republic of Ireland,68,Blackpool,€900K,€7K,
A. Grimaldi,26,Germany,68,SC Preußen Münster,€1.1M,€1K,EU'
J. Morris,25,England,68,Scunthorpe United,€1.1M,€8K,
A. Struna,26,Slovenia,68,Palermo,€850K,€3K,EU'
J. Osorio,25,Canada,68,Toronto FC,€1.2M,€5K,NA'
M. Rask,34,Denmark,68,Aarhus GF,€270K,€8K,EU'
R. Doan,19,Japan,68,FC Groningen,€1.6M,€5K,AS'
J. Opoku,27,Netherlands,68,VVV-Venlo,€1M,€8K,EU'
S. Sutter,31,Switzerland,68,Orlando City Soccer Club,€575K,€5K,EU'
T. Petsos,26,Greece,68,SK Rapid Wien,€875K,€14K,EU'
J. Riocel,33,Chile,68,Colo-Colo,€550K,€5K,SA'
A. Dudiev,27,Russia,68,FC Tosno,€950K,€13K,
A. Ajeti,23,Albania,68,Crotone,€975K,€18K,EU'
P. Faragò,24,Italy,68,Cagliari,€1.2M,€24K,EU'
B. Zech,26,Austria,68,SCR Altach,€875K,€10K,EU'
J. Eilers,29,Germany,68,SV Werder Bremen,€875K,€18K,EU'
J. Horn,20,Germany,68,1. FC Köln,€1.3M,€13K,EU'
G. Kuświk,30,Poland,68,Lechia Gdańsk,€875K,€7K,EU'
M. Agesen,34,Denmark,68,Randers FC,€270K,€8K,EU'
C. Rivieyran,26,France,68,Chamois Niortais FC,€850K,€4K,EU'
A. Martinelli,24,Switzerland,68,Brescia,€975K,€3K,EU'
P. Polomat,23,France,68,AJ Auxerre,€975K,€15K,EU'
Y. Ono,24,Japan,68,Sagan Tosu,€1.1M,€3K,AS'
D. Formella,21,Poland,68,Pogoń Szczecin,€1.3M,€5K,EU'
Hwang Hyun Soo,21,Korea Republic,68,FC Seoul,€1.2M,€4K,
A. Levipan,25,Chile,68,Unión Española,€1M,€4K,SA'
R. Rogers,30,United States,68,LA Galaxy,€650K,€5K,
M. Bašić,29,Croatia,68,Grasshopper Club Zürich,€700K,€11K,EU'
Jon Erice,30,Spain,68,Albacete Balompié,€675K,€5K,EU'
J. Vigón,25,Mexico,68,Club Atlas,€1.1M,€12K,NA'
W. Arboleda,27,Colombia,68,CD America de Cali,€1M,€2K,SA'
T. Wellenreuther,21,Germany,68,Willem II,€950K,€4K,EU'
K. Hafez,21,Egypt,68,RC Lens,€1.1M,€4K,AF'
J. Venlero,33,Chile,68,Curicó Unido,€350K,€3K,SA'
Luis Henrique,19,Brazil,68,CD Feirense,€1.4M,€4K,SA'
J. Leguizamón,25,Paraguay,68,Rosario Central,€975K,€9K,SA'
B. Grougi,33,France,68,Stade Brestois 29,€375K,€4K,EU'
G. Cellerino,31,Argentina,68,Deportivo Pasto,€800K,€2K,SA'
C. Harriott,23,England,68,Reading,€1.3M,€18K,
J. Ruiz,23,Costa Rica,68,Al Fayha,€1.2M,€11K,NA'
R. Fennell,28,United States,68,Hallescher FC,€725K,€1K,
H. Wahl,23,Germany,68,FC Ingolstadt 04,€1M,€11K,EU'
Bruno Teles,31,Brazil,68,Rio Ave FC,€575K,€6K,SA'
D. Burbano,29,Colombia,68,Club León,€875K,€18K,SA'
M. Fissore,26,Argentina,68,San Martín de San Juan,€925K,€6K,SA'
Wallyson Mallmann,23,Brazil,68,Sporting CP,€1.3M,€8K,SA'
I. Tarasovs,28,Latvia,68,Śląsk Wrocław,€825K,€5K,EU'
J. Michel,25,France,68,Sporting Lokeren,€1.1M,€9K,EU'
Jesús Fernández,29,Spain,68,C.D. Leonesa S.A.D.,€700K,€5K,EU'
S. Andersson,25,Sweden,68,1. FC Kaiserslautern,€1.1M,€9K,EU'
D. Barbona,22,Argentina,68,Atlético Tucumán,€1.3M,€6K,SA'
Rúben Dias,20,Portugal,68,SL Benfica,€1.3M,€5K,EU'
F. Černych,26,Lithuania,68,Jagiellonia Białystok,€950K,€7K,EU'
A. Rossi,21,Argentina,68,Boca Juniors,€1.3M,€7K,SA'
S. Benrahma,21,Algeria,68,La Berrichonne de Châteauroux,€1.3M,€14K,AF'
K. Ota,29,Japan,68,F.C. Tokyo,€675K,€7K,AS'
J. Valencia,31,Colombia,68,Independiente Santa Fe,€575K,€3K,SA'
A. Mbengue,23,Senegal,68,SM Caen,€1.1M,€11K,AF'
A. Green,18,England,68,Aston Villa,€1.8M,€12K,
Leonardo,29,Brazil,68,Houston Dynamo,€700K,€5K,SA'
B. O'Neill,23,Australia,68,Sydney FC,€1M,€5K,OC'
Everaldo,25,Brazil,68,Querétaro,€1.1M,€8K,SA'
Hélder Tavares,27,Portugal,68,Tondela,€1M,€4K,EU'
D. Šovšić,27,Croatia,68,Suwon Samsung Bluewings,€950K,€6K,EU'
L. Acosta,22,Argentina,68,Belgrano de Córdoba,€1M,€5K,SA'
I. Tellero,29,Chile,68,CD Antofagasta,€875K,€3K,SA'
D. Kikuchi,26,Japan,68,Urawa Red Diamonds,€950K,€8K,AS'
J. Zimmermann,32,Germany,68,Eintracht Frankfurt,€525K,€12K,EU'
F. Öztürk,30,Turkey,68,Akhisar Belediyespor,€575K,€8K,AS'
Pablo Iñiguez,23,Spain,68,CF Reus Deportiu,€1M,€4K,EU'
J. Blanco,30,Argentina,68,Bahía Blanca,€675K,€6K,SA'
T. Serbest,23,Austria,68,FK Austria Wien,€1M,€11K,EU'
C. Basham,28,England,68,Sheffield United,€725K,€24K,
Gonçalo Silva,26,Portugal,68,CF Os Belenenses,€900K,€5K,EU'
Z. MacMath,25,United States,68,Colorado Rapids,€850K,€4K,
D. Gerken,32,England,68,Ipswich Town,€525K,€9K,
L. Gil,26,Argentina,68,Rosario Central,€1.1M,€10K,SA'
K. Matmour,32,Algeria,68,Adelaide United,€700K,€5K,AF'
Xiao Zhi,32,China PR,68,,€0,€0.00,
E. Suagher,24,Italy,68,Avellino,€950K,€12K,EU'
C. Morales,37,Mexico,68,Lobos de la BUAP,€100K,€5K,NA'
L. Pirard,22,Belgium,68,Sint-Truidense VV,€900K,€5K,EU'
E. Lorcado,33,Chile,68,Deportes Iquique,€375K,€2K,SA'
M. Bettinelli,25,England,68,Fulham,€875K,€17K,
K. Bayramyan,25,Russia,68,FC Rostov,€950K,€17K,
A. Ibsen Rømer,23,Denmark,68,FC Midtjylland,€975K,€13K,EU'
M. Bogado,32,Argentina,68,Club Atlético Huracán,€525K,€8K,SA'
R. Rodriguez,26,Switzerland,68,FC Zürich,€950K,€10K,EU'
J. Leist,29,Germany,68,SG Sonnenhof Großaspach,€700K,€1K,EU'
D. Rakels,24,Latvia,68,Lech Poznań,€1.2M,€19K,EU'
L. Abdi,28,Somalia,68,FK Haugesund,€900K,€3K,AF'
C. Remmer,24,Denmark,68,Molde FK,€1M,€4K,EU'
L. Slagveer,23,Netherlands,68,FC Twente,€1.2M,€8K,EU'
S. Bahoken,25,France,68,RC Strasbourg,€1.2M,€14K,EU'
J. Vásquez,29,Colombia,68,CD America de Cali,€700K,€2K,SA'
A. Grgić,20,Switzerland,68,VfB Stuttgart,€1.5M,€11K,EU'
F. Mattia,29,Argentina,68,San Martín de San Juan,€775K,€7K,SA'
L. Novak,28,England,68,Scunthorpe United,€925K,€9K,
M. Pigliacelli,24,Italy,68,Pescara,€975K,€2K,EU'
Jesús Valentín,25,Spain,68,Real Zaragoza,€1M,€6K,EU'
G. Hormaza,33,Chile,68,Club de Deportes Temuco,€375K,€2K,SA'
Ângelo Neto,25,Brazil,68,Moreirense FC,€1.1M,€4K,SA'
M. Reineraso,33,Chile,68,San Luis de Quillota,€575K,€3K,SA'
D. Saint-Louis,22,France,68,Paris FC,€1.2M,€5K,EU'
J. Fuchs,19,France,68,FC Sochaux-Montbéliard,€1.3M,€3K,EU'
F. Rodríguez,27,Uruguay,68,Godoy Cruz,€1M,€9K,SA'
J. Savarino,20,Venezuela,68,Real Salt Lake,€1.3M,€5K,SA'
B. Amos,27,England,68,Charlton Athletic,€725K,€15K,
R. Rabia,24,Egypt,68,,€0,€0.00,AF'
J. Gastien,29,France,68,Stade Brestois 29,€850K,€5K,EU'
G. Vadalá,20,Argentina,68,Boca Juniors,€1.5M,€11K,SA'
D. Button,28,England,68,Fulham,€725K,€19K,
Edu Ramos,25,Spain,68,Córdoba CF,€975K,€6K,EU'
F. Márquez,29,Argentina,68,Defensa y Justicia,€900K,€10K,SA'
M. Diagne,23,Senegal,68,AS Nancy Lorraine,€1.1M,€4K,AF'
F. Viáfara,25,Colombia,68,Águilas Doradas,€950K,€1K,SA'
V. Muriqi,23,Kosovo,68,Gençlerbirliği SK,€1.3M,€11K,
K. Balanta,20,Colombia,68,Asociacion Deportivo Cali,€1.4M,€2K,SA'
M. Antonsson,36,Sweden,68,FC København,€120K,€8K,EU'
S. Ortega,24,Germany,68,DSC Arminia Bielefeld,€875K,€3K,EU'
V. Ulloa,25,Mexico,68,FC Dallas,€925K,€5K,NA'
E. Mosquera,26,Colombia,68,Envigado FC,€925K,€1K,SA'
J. Medranda,23,Colombia,68,Sporting Kansas City,€1M,€4K,SA'
P. Dixon,30,Scotland,68,Grimsby Town,€650K,€8K,
J. Roye,28,France,68,Chamois Niortais FC,€900K,€5K,EU'
S. Rossbach,21,Norway,68,Odds BK,€1.4M,€2K,EU'
E. Palomino,31,Colombia,68,Atlético Huila,€775K,€1K,SA'
Sergi Palencia,21,Spain,68,FC Barcelona B,€1.8M,€4K,EU'
V. Lampropoulos,27,Greece,68,AEK Athens,€750K,€1K,EU'
L. Tremolada,25,Italy,68,Ternana,€1.2M,€1K,EU'
J. Toral,22,Spain,68,Hull City,€1.2M,€7K,EU'
A. Bono,23,United States,68,Toronto FC,€925K,€3K,
G. Giakoumakis,22,Greece,68,AEK Athens,€1.2M,€1K,EU'
J. Collins,26,Republic of Ireland,68,Luton Town,€1.1M,€14K,
Fran Cruz,26,Spain,68,Lorca Deportiva CF,€950K,€5K,EU'
C. Schösswendter,28,Austria,68,1. FC Union Berlin,€725K,€18K,EU'
S. Doukara,25,Senegal,68,Osmanlıspor,€1.1M,€12K,AF'
Etxeberría,22,Spain,68,CD Numancia,€1.1M,€10K,EU'
I. Doğan,26,Turkey,68,Kardemir Karabükspor,€750K,€8K,AS'
Helito Caldeira,33,Brazil,68,Coritiba Foot Ball Club,€350K,€12K,SA'
G. Torres,19,Costa Rica,68,Club América,€1.2M,€16K,NA'
D. Bingham,27,United States,68,San Jose Earthquakes,€750K,€4K,
N. Valentini,28,Argentina,68,Real Oviedo,€825K,€6K,SA'
A. Fulgini,20,France,68,Angers SCO,€1.4M,€11K,EU'
E. Ebanks-Landell,24,England,68,Milton Keynes Dons,€1M,€22K,
T. Siebatcheu,21,France,68,Stade de Reims,€1.3M,€6K,EU'
Adriá Carmona,25,Spain,68,CD Lugo,€1.1M,€6K,EU'
M. Parkhurst,33,United States,68,Atlanta United FC,€375K,€5K,
B. Nastić,22,Serbia,68,KRC Genk,€1M,€8K,EU'
Óscar,19,Spain,68,Real Madrid CF,€1.7M,€37K,EU'
J. Gonzalez,22,United States,68,FC Dallas,€1.1M,€3K,
K. Karami,27,Netherlands,68,Excelsior,€750K,€6K,EU'
L. Mühl,20,Germany,68,1. FC Nürnberg,€1.5M,€6K,EU'
J. Parr,28,Norway,68,Strømsgodset IF,€700K,€3K,EU'
M. Polster,24,United States,68,Chicago Fire Soccer Club,€975K,€4K,
K. Schindler,23,Ghana,68,Holstein Kiel,€1.2M,€7K,AF'
J. Isijara,27,Mexico,68,Necaxa,€950K,€9K,NA'
M. Kolke,26,Germany,68,SV Wehen Wiesbaden,€800K,€1K,EU'
Y. Tejeda,25,Costa Rica,68,FC Lausanne-Sports,€1.1M,€7K,NA'
L. Haraslín,21,Slovakia,68,Lechia Gdańsk,€1.4M,€5K,
R. Weil,29,Germany,68,1. FC Magdeburg,€700K,€1K,EU'
A. Zapata,32,Colombia,68,CD America de Cali,€525K,€2K,SA'
Angeliño,20,Spain,68,NAC Breda,€1.3M,€38K,EU'
Paulo Ricardo,22,Brazil,68,FC Sion,€1M,€9K,SA'
A. Androutsos,20,Greece,68,Olympiakos CFP,€1.6M,€1K,EU'
F. Dick,32,Germany,68,DSC Arminia Bielefeld,€500K,€5K,EU'
S. Lainer,24,Austria,68,FC Red Bull Salzburg,€1M,€14K,EU'
F. Morais,31,Portugal,68,Bolton Wanderers,€775K,€21K,EU'
J. Emmanuel-Thomas,26,England,68,Queens Park Rangers,€1.1M,€19K,
O. Buff,24,Switzerland,68,Real Zaragoza,€1.2M,€6K,EU'
B. Reid,24,England,68,Bristol City,€1.2M,€24K,
Edú,35,Brazil,68,Jeonbuk Hyundai Motors,€400K,€6K,SA'
M. Paulissen,24,Netherlands,68,Roda JC Kerkrade,€1.2M,€6K,EU'
R. Henry,19,England,68,Brentford,€1.7M,€12K,
M. Martínez,24,Argentina,68,Rosario Central,€1M,€8K,SA'
Miguel Díaz,23,Spain,68,CA Osasuna,€1.2M,€6K,EU'
Zhao Xuri,31,China PR,68,,€0,€0.00,
Carlos Caballero,32,Spain,68,Córdoba CF,€525K,€7K,EU'
Tiago Caeiro,33,Portugal,68,CF Os Belenenses,€575K,€5K,EU'
Miramón,28,Spain,68,CF Reus Deportiu,€900K,€6K,EU'
A. Murgia,20,Italy,68,Lazio,€1.6M,€19K,EU'
Nagore,36,Spain,68,SD Huesca,€100K,€4K,EU'
D. Lekić,32,Serbia,68,CF Reus Deportiu,€725K,€6K,EU'
Luis Felipe,26,Brazil,68,Vitória Setúbal,€875K,€5K,SA'
L. Galeano,25,Argentina,68,Godoy Cruz,€1M,€7K,SA'
D. Kownacki,20,Poland,68,Sampdoria,€1.7M,€17K,EU'
N. Hagglund,24,United States,68,Toronto FC,€1M,€4K,
M. Aleksandrov,28,Bulgaria,68,Arsenal Tula,€900K,€17K,EU'
P. Farkas,24,Austria,68,FC Red Bull Salzburg,€975K,€14K,EU'
J. Cools,26,Belgium,68,Waasland-Beveren,€900K,€7K,EU'
R. Grant,26,Australia,68,Sydney FC,€875K,€6K,OC'
D. Böde,30,Hungary,68,,€0,€0.00,EU'
R. Ruíz,31,Mexico,68,Tiburones Rojos de Veracruz,€575K,€16K,NA'
M. Saeid,26,Sweden,68,Colorado Rapids,€1M,€5K,EU'
H. Marín,24,Mexico,68,Guadalajara,€975K,€23K,NA'
D. Cataño,25,Colombia,68,Independiente Medellín,€1.2M,€3K,SA'
M. Titsch-Rivero,27,Germany,68,1. FC Heidenheim,€1M,€11K,EU'
S. Maier,23,Germany,68,Hannover 96,€1.2M,€19K,EU'
G. Arokoyo,24,Nigeria,68,Portland Timbers,€1.1M,€4K,AF'
M. Figueroa,34,Honduras,68,FC Dallas,€250K,€5K,NA'
B. Meccariello,26,Italy,68,Brescia,€900K,€3K,EU'
M. Čovilo,31,Serbia,68,Cracovia,€600K,€4K,EU'
C. Lobella,25,Chile,68,CD Universidad de Concepción,€975K,€3K,SA'
E. Hovland,28,Norway,68,Sogndal,€725K,€3K,EU'
S. Terekhov,27,Russia,68,Dinamo Moscow,€825K,€18K,
G. Machín,34,Argentina,68,Argentinos Juniors,€425K,€8K,SA'
M. Müller,23,Germany,68,1. FC Kaiserslautern,€975K,€18K,EU'
K. Vollmann,23,Germany,68,SV Sandhausen,€1.2M,€4K,EU'
E. Molina,30,Argentina,68,Atlético Tucumán,€850K,€7K,SA'
K. Przybyłko,24,Poland,68,1. FC Kaiserslautern,€1.2M,€8K,EU'
